protein_source,protein_target,score
AT1G74360,AT4G31250,0.811
AT1G75640,AT4G31250,0.834
AT2G25790,AT4G31250,0.832
AT2G25790,GSO1,0.83
AT3G21340,AT4G31250,0.862
AT4G31250,AT5G37450,0.833
FEI1,AT4G31250,0.827
FEI1,GSO1,0.831
GSO1,AT4G31250,0.806
GSO1,AT5G37450,0.84
DI19,AT3G10910,0.617
DI19,AT4G19925,0.632
DI19,CPK4,0.924
SDF2,ATERDJ3B,0.998
UTR1,ATERDJ3B,0.982
UTR1,SDF2,0.751
UTR3,ATERDJ3B,0.982
UTR3,SDF2,0.839
UTR3,UTR1,0.832
AT1G20110,AT3G47660,0.583
AT1G20110,FAB1B,0.412
AT1G64800,AT3G47660,0.681
FAB1B,AT3G47660,0.62
PIP5K1,AT3G47660,0.58
AT4G17260,AT4G19920,0.588
AT4G17260,BAM3,0.532
AT4G19920,BAM3,0.871
AT1G14390,AT4G34220,0.831
AT1G14390,K3G17.4,0.831
AT2G16250,AT4G29450,0.831
AT2G16250,K3G17.4,0.831
AT2G45340,AT4G29450,0.798
AT2G45340,K3G17.4,0.806
AT3G08680,AT4G29450,0.599
AT3G08680,K3G17.4,0.825
AT4G29450,K3G17.4,0.832
AT4G34220,K3G17.4,0.813
At3g17840,AT4G29450,0.798
At3g17840,K3G17.4,0.812
IMK2,PDLP7,0.441
PSBA,PSBB,0.999
PSBA,PSBC,0.999
PSBA,PSBD,0.999
PSBA,PSBE,0.999
PSBA,PSBF,0.999
PSBA,PSBH,0.998
PSBA,PSBI,0.999
PSBA,PSBK,0.99
PSBA,PSBL,0.999
PSBB,PSBH,0.999
PSBC,PSBB,0.999
PSBC,PSBE,0.999
PSBC,PSBF,0.999
PSBC,PSBH,0.999
PSBC,PSBL,0.999
PSBD,PSBB,0.999
PSBD,PSBC,0.999
PSBD,PSBE,0.999
PSBD,PSBF,0.999
PSBD,PSBH,0.999
PSBD,PSBL,0.999
PSBE,PSBB,0.999
PSBE,PSBH,0.999
PSBF,PSBB,0.999
PSBF,PSBE,0.999
PSBF,PSBH,0.999
PSBI,PSBB,0.999
PSBI,PSBC,0.999
PSBI,PSBD,0.999
PSBI,PSBE,0.999
PSBI,PSBF,0.999
PSBI,PSBH,0.998
PSBI,PSBL,0.999
PSBK,PSBB,0.967
PSBK,PSBC,0.987
PSBK,PSBD,0.968
PSBK,PSBE,0.99
PSBK,PSBF,0.999
PSBK,PSBH,0.984
PSBK,PSBI,0.999
PSBK,PSBL,0.999
PSBL,PSBB,0.999
PSBL,PSBE,0.999
PSBL,PSBF,0.999
PSBL,PSBH,0.999
PGRL1A,SHM1,0.865
PSBQA,PGRL1A,0.902
PSBQA,SHM1,0.865
TRXF1,PGRL1A,0.877
TRXF1,PSBQA,0.777
TRXF1,SHM1,0.822
GATA23,RALFL34,0.809
AT3G53940,UCH3,0.674
PNC1,AT3G53940,0.623
ARAD1,EPC1,0.837
EPC1,CGR3,0.796
EPC1,GUT1,0.852
AT3G08650,ZIP12,0.864
AT3G08650,ZTP29,0.417
AT3G54460,ZIP12,0.853
IAR1,AT3G08650,0.918
IAR1,ZIP12,0.879
IAR1,ZTP29,0.889
PHT1;8,ZIP12,0.64
ZTP29,ZIP12,0.802
bZIP19,ZIP12,0.729
bZIP23,ZIP12,0.742
AT1G27190,AT4G31450,0.81
iqd32,AT1G27190,0.637
iqd32,AT4G31450,0.742
AT5G10780,CER3,0.753
CER2,CER3,0.852
CYP96A15,CER2,0.7
CYP96A15,CER3,0.809
NEF1,CER3,0.872
ABCB19,TPC1,0.706
ERDL6,ABCB19,0.655
ERDL6,GONST4,0.641
ERDL6,SUT2,0.584
ERDL6,SWEET12,0.596
ERDL6,SWEET16,0.559
ERDL6,TPC1,0.593
SUT2,SWEET12,0.44
SUT2,SWEET16,0.445
SUT4,ERDL6,0.566
SUT4,SUT2,0.605
SUT4,SWEET12,0.619
SUT4,SWEET16,0.441
SYP61,ABCB19,0.692
SYP61,ERDL6,0.59
SYP61,TPC1,0.703
AT1G19860,AT1G66810,0.54
AT1G19860,AT3G51120,0.964
AT1G19860,AT5G12440,0.966
AT1G66810,AT3G51120,0.618
AT1G66810,AT3G51180,0.591
AT1G66810,AT5G12440,0.59
AT1G66810,HUA1,0.591
AT3G51120,AT3G51180,0.966
AT3G51120,AT5G12440,0.966
AT3G51180,AT5G12440,0.966
HUA1,AT3G51120,0.489
HUA1,AT3G51180,0.44
HUA1,AT5G12440,0.43
CDPK1,ABF4,0.868
CDPK1,RBOHD,0.866
CDPK1,RBOHF,0.782
CDPK1,RHD2,0.668
CDPK1,SOS3,0.68
CDPK1,XLG2,0.729
RBOHF,SOS3,0.511
XLG2,RBOHD,0.824
APRR2,AT5G48560,0.607
AT1G67510,AT5G48560,0.615
AT5G48560,ZTL,0.593
CRY2,APRR2,0.466
CRY2,AT5G48560,0.637
CRY2,LKP2,0.848
CRY2,ZTL,0.911
LKP2,AT5G48560,0.619
LKP2,ZTL,0.556
FRS6,AT5G03510,0.743
NRT2:1,PTR4,0.527
PTR4,AT4G22840,0.637
PTR4,NRT2.7,0.628
PTR4,PGLCT,0.515
PTR4,SUT2,0.573
SUT2,PGLCT,0.47
RFI2,AT5G25560,0.618
RFI2,TOE2,0.785
ZFP7,RFI2,0.787
ZFP7,TOE2,0.787
AT1G60160,GORK,0.419
AT1G60160,HKT1,0.932
AT1G60160,KAT3,0.664
AT1G60160,KCO3,0.608
AT1G60160,KT2/3,0.62
AT1G60160,SKOR,0.563
GORK,KCO3,0.631
HKT1,GORK,0.592
HKT1,KAT3,0.521
HKT1,KCO3,0.73
HKT1,KT2/3,0.621
HKT1,KUP9,0.432
HKT1,TRH1,0.523
KAT3,KCO3,0.651
KT2,GORK,0.631
KT2,HKT1,0.776
KT2,KAT3,0.585
KT2,KCO3,0.645
KT2,KT2/3,0.751
KT2,SKOR,0.464
KT2/3,KAT3,0.563
KT2/3,KCO3,0.642
KT2/3,TRH1,0.641
KUP9,KCO3,0.766
KUP9,KT2/3,0.828
SKOR,GORK,0.513
SKOR,HKT1,0.808
SKOR,KCO3,0.654
SKOR,TPC1,0.536
SKOR,TRH1,0.593
TPC1,GORK,0.646
TPC1,HKT1,0.757
TPC1,KAT3,0.518
TPC1,KCO3,0.744
TPC1,KT2/3,0.557
TPC1,KUP9,0.487
TRH1,GORK,0.62
TRH1,KAT3,0.591
TRH1,KCO3,0.637
AT3G01350,AT5G65000,0.594
AT5G14940,AT5G65000,0.594
AT3G08650,ZIP8,0.876
AT3G08650,ZTP29,0.417
At1g10970,AT3G08650,0.879
At1g10970,BZIP24,0.429
At1g10970,IAR1,0.891
At1g10970,ZIP11,0.867
At1g10970,ZTP29,0.813
IAR1,AT3G08650,0.918
IAR1,ZIP8,0.839
IAR1,ZTP29,0.889
IRT3,AT3G08650,0.82
IRT3,BZIP24,0.58
IRT3,IAR1,0.892
IRT3,ZTP29,0.737
ZIP11,AT3G08650,0.827
ZIP11,BZIP24,0.704
ZIP11,IAR1,0.809
ZIP11,IRT3,0.824
ZIP11,ZIP8,0.852
ZIP11,ZTP29,0.834
ZTP29,ZIP8,0.813
AN,HD1,0.896
AN,LDL2,0.86
LDL2,HD1,0.853
HAP2,ANK6,0.622
HFR1,PIF4,0.746
HFR1,PRE1,0.741
PIF4,PRE1,0.753
AT1G02330,AT2G19350,0.615
AT2G19350,AILP1,0.657
AT1G53820,OPT1,0.637
AT1G53820,OPT6,0.637
AT1G53820,emb2742,0.639
emb2742,OPT1,0.581
emb2742,OPT6,0.581
AT2G01210,AT3G14840,0.831
AT2G01210,AT3G57830,0.812
AT2G01210,AT4G39270,0.831
AT2G01210,AT5G10020,0.811
AT2G01210,MPA24.5,0.853
AT1G02190,AT2G37700,0.8
AT1G02190,CYP96A15,0.904
AT1G02190,DAR2,0.619
AT2G37700,DAR2,0.637
CYP96A15,AT2G37700,0.9
AT2G41760,ATE2,0.901
AT2G41760,DLS1,0.901
ELP2,AT2G41760,0.701
AT2G16660,AT5G62730,0.858
AT2G16660,UMAMIT14,0.742
AT2G16660,UMAMIT33,0.822
DR4,AT2G16660,0.637
DR4,AT5G62730,0.638
UMAMIT19,AT2G16660,0.875
AT3G25960,AT4G17260,0.987
ENOC,AT3G25960,0.99
ENOC,AT4G17260,0.979
EMB2820,AT5G28050,0.965
AT1G33080,PP2-A8,0.581
IAR1,PP2-A8,0.624
AT1G07030,IMP4,0.605
AT1G07030,PNC1,0.68
FZL,AT1G07030,0.615
AT2G22690,AT4G09340,0.861
AT2G22690,FHY1,0.878
AT4G09340,AT4G37880,0.955
AT4G09340,AT5G09630,0.861
FHY1,AT4G09340,0.858
FHY1,AT4G37880,0.878
FHY1,AT5G09630,0.878
ABI1,ABI2,0.462
ABI1,HAI1,0.697
ABI1,PYL10,0.968
ABI2,HAI1,0.512
HAB1,ABI2,0.43
HAB1,HAI1,0.495
HAB1,PYL10,0.999
HAB2,PYL10,0.928
HAI2,ABI1,0.43
HAI2,ABI2,0.542
HAI2,HAI1,0.635
HAI2,PP2CA,0.444
HAI2,PYL10,0.961
PP2CA,ABI1,0.416
PP2CA,ABI2,0.477
PP2CA,HAI1,0.723
PP2CA,PYL10,0.974
PYL10,ABI2,0.965
PYL10,HAI1,0.964
AT1G62790,ENODL10,0.746
AT1G62790,ENODL11,0.73
AT1G62790,ENODL15,0.74
AT1G62790,ENODL4,0.806
AT1G77250,AT2G21850,0.772
AT1G77250,HAT3.1,0.524
AT1G77250,SHL1,0.59
AT2G21850,AT3G14740,0.544
AT2G21850,ATXR6,0.626
AT2G21850,HAT3.1,0.514
AT2G21850,SHL1,0.582
AT3G14740,ATXR6,0.771
AT3G14740,SHL1,0.488
HAT3.1,ATXR6,0.403
SHL1,ATXR6,0.461
EMB3001,AT3G07200,0.908
GAD,ALDH12A1,0.973
GAD,GLT1,0.944
GDH2,ALDH12A1,0.955
GDH2,GAD,0.884
GDH2,GLT1,0.996
GLT1,ALDH12A1,0.908
AT4G09420,RLP52,0.658
RLP9,AT4G09420,0.852
CAM4,CNBT1,0.735
CAM4,PP7,0.775
CAM4,RPK1,0.731
CAM4,TPC1,0.722
CNBT1,TPC1,0.401
APX1,GulLO3,0.757
APX2,GulLO3,0.757
APX3,GulLO3,0.757
APX5,GulLO3,0.757
AT2G34020,AT5G48940,0.861
AT2G34020,MSL9,0.813
MCA1,MSL2,0.721
MCA1,MSL9,0.901
MCA2,MSL2,0.618
MCA2,MSL9,0.904
MSL2,MSL9,0.878
MSL3,MCA1,0.662
MSL3,MCA2,0.588
MSL3,MSL9,0.847
MSL9,AT5G48940,0.746
AT1G53440,AT1G74360,0.84
AT1G53440,AT2G15300,0.798
AT1G53440,AT4G16940,0.904
AT1G53440,AT4G16960,0.905
AT1G53440,MPA24.5,0.831
FEI1,AT1G53440,0.802
ABCG3,AT5G58300,0.878
AT3G47110,AT5G58300,0.831
BAK1,AT5G58300,0.798
SARK,AT5G58300,0.804
SARK,BAK1,0.602
SRF7,AT3G47110,0.798
SRF7,AT5G58300,0.798
SRF7,BAK1,0.599
SRF7,SARK,0.798
FIB4,FIB,0.816
IMPA-6,FIB,0.787
ABCB23,ABCB27,0.735
ABCB23,ABCB29,0.741
ABCB26,ABCB23,0.739
ABCB26,ABCE1,0.403
ABCE1,ABCB23,0.743
ABCE1,ABCB27,0.475
ABCE1,ABCB29,0.403
AGB1,HHP1,0.684
Cand2,Cand6,0.936
Cand2,Cand7,0.958
Cand2,HHP1,0.696
Cand6,Cand8,0.956
Cand6,HHP1,0.803
Cand7,Cand8,0.92
Cand7,HHP1,0.682
HHP1,Cand8,0.751
MCM5,HHP1,0.605
PSBA,PSBB,0.999
PSBA,PSBC,0.999
PSBA,PSBD,0.999
PSBA,PSBE,0.999
PSBA,PSBF,0.999
PSBA,PSBH,0.998
PSBA,PSBI,0.999
PSBA,PSBL,0.999
PSBA,YCF9,0.999
PSBB,PSBH,0.999
PSBC,PSBB,0.999
PSBC,PSBE,0.999
PSBC,PSBF,0.999
PSBC,PSBH,0.999
PSBC,PSBL,0.999
PSBC,YCF9,0.999
PSBD,PSBB,0.999
PSBD,PSBC,0.999
PSBD,PSBE,0.999
PSBD,PSBF,0.999
PSBD,PSBH,0.999
PSBD,PSBL,0.999
PSBD,YCF9,0.999
PSBE,PSBB,0.999
PSBE,PSBH,0.999
PSBF,PSBB,0.999
PSBF,PSBE,0.999
PSBF,PSBH,0.999
PSBI,PSBB,0.999
PSBI,PSBC,0.999
PSBI,PSBD,0.999
PSBI,PSBE,0.999
PSBI,PSBF,0.999
PSBI,PSBH,0.998
PSBI,PSBL,0.999
PSBI,YCF9,0.999
PSBL,PSBB,0.999
PSBL,PSBE,0.999
PSBL,PSBF,0.999
PSBL,PSBH,0.999
YCF9,PSBB,0.999
YCF9,PSBE,0.999
YCF9,PSBF,0.999
YCF9,PSBH,0.998
YCF9,PSBL,0.998
SULTR1;3,PHO1;H1,0.639
SULTR1;3,TAAC,0.665
ABC1,SKS2,0.562
TIC110,OEP80,0.993
TIC110,TIC40,0.999
TIC110,TOC120,0.802
TIC110,TOC132,0.827
TIC110,TOC159,0.999
TIC110,TOC34,0.965
TIC110,TOM40,0.569
TIC40,OEP80,0.992
TOC120,OEP80,0.948
TOC120,TIC40,0.619
TOC120,TOC34,0.623
TOC132,OEP80,0.962
TOC132,TIC40,0.621
TOC132,TOC120,0.578
TOC132,TOC34,0.625
TOC159,OEP80,0.994
TOC159,TIC40,0.958
TOC159,TOC34,0.848
TOC33,OEP80,0.976
TOC33,TIC110,0.916
TOC33,TIC40,0.876
TOC33,TOC159,0.999
TOC33,TOM40,0.636
TOC33,Tic20-I,0.884
TOC34,OEP80,0.995
TOC34,TIC40,0.957
TOM40,OEP80,0.976
TOM40,TIC40,0.569
TOM40,TOC159,0.552
TOM40,TOC34,0.726
Tic20-I,OEP80,0.96
Tic20-I,TIC110,0.995
Tic20-I,TIC40,0.988
Tic20-I,TOC120,0.638
Tic20-I,TOC132,0.659
Tic20-I,TOC159,0.934
Tic20-I,TOC34,0.964
Tic20-I,TOM40,0.48
ENODL18,CESA4,0.625
ATKDSA2,ERD4,0.673
ERD4,UPS4,0.657
ATCES1,TSC10B,0.979
SPHK1,ATCES1,0.994
SPHK1,TSC10B,0.977
SPHK2,ATCES1,0.994
SPHK2,SPHK1,0.82
SPHK2,TSC10B,0.985
TSC10A,ATCES1,0.976
TSC10A,SPHK1,0.976
TSC10A,SPHK2,0.985
TSC10A,TSC10B,0.805
SPHK1,ATCES1,0.994
SPHK2,ATCES1,0.994
SPHK2,SPHK1,0.82
TSC10A,ATCES1,0.976
TSC10A,SPHK1,0.976
TSC10A,SPHK2,0.985
HAP2,GEX2,0.958
AOC3,ACX1,0.542
MYC2,AOC3,0.64
MYC2,OPR3,0.91
OPCL1,ACX1,0.957
OPCL1,AOC3,0.91
OPCL1,MYC2,0.846
OPCL1,OPR2,0.832
OPCL1,OPR3,0.997
OPR2,AOC3,0.882
OPR2,OPR3,0.813
OPR3,ACX1,0.709
OPR3,AOC3,0.982
ABCB4,PIN5,0.626
ABCB4,PIN8,0.638
AUX1,ABCB4,0.723
AUX1,PIN5,0.751
AUX1,PIN8,0.805
AT2G18590,P5CS1,0.575
AT2G18590,P5CS2,0.575
P5CS1,P5CS2,0.998
AT1G20760,AT1G21630,0.637
AT1G20760,AT3G26440,0.412
AT1G21630,AT3G26440,0.412
ATG8B,NBR1,0.995
ATG8G,NBR1,0.994
AT1G08050,AT1G57630,0.422
AT1G08050,AT1G74360,0.574
AT1G08050,AT4G39670,0.418
AT1G08050,LHT7,0.445
AT1G08050,OST1,0.501
AT1G57630,AT1G74360,0.489
AT1G57630,AT4G39670,0.499
AT1G57630,LHT7,0.406
AT1G74360,AT4G39670,0.501
AT1G74360,LHT7,0.46
emb1473,AT5G14910,0.985
RLP33,AT5G36130,0.637
AT1G50400,TOM20-3,0.727
AT1G50400,TOM20-4,0.727
AT1G50400,TOM22-V,0.995
AT1G50400,TOM40,0.547
TOM20-2,AT1G50400,0.727
TOM20-2,TOM20-3,0.912
TOM20-2,TOM20-4,0.941
TOM20-2,TOM22-V,0.93
TOM20-2,TOM40,0.964
TOM20-3,TOM20-4,0.909
TOM20-3,TOM22-V,0.938
TOM20-4,TOM22-V,0.823
TOM22-I,AT1G50400,0.995
TOM22-I,TOM20-2,0.722
TOM22-I,TOM20-3,0.957
TOM22-I,TOM20-4,0.919
TOM22-I,TOM22-V,0.733
TOM22-I,TOM40,0.999
TOM40,TOM20-3,0.971
TOM40,TOM20-4,0.897
TOM40,TOM22-V,0.999
GPT2,PMI2,0.57
PMI2,MIPS1,0.521
PMI2,WEB1,0.889
AT1G10390,VP2,0.601
VP2,AT2G07698,0.636
VP2,NHX1,0.626
VP2,VHA-A3,0.632
ABCG32,AT5G64970,0.66
PNC1,AT5G64970,0.623
AT3G51890,AT4G35080,0.618
AT3G51890,CLC-D,0.622
AT3G51890,EXO84B,0.616
UTr7,SHS1,0.616
emb1579,SHS1,0.616
AT2G21340,ABCG26,0.597
AT2G21340,BASS2,0.54
AT2G21340,DEX1,0.597
AT2G21340,HO2,0.611
DEX1,ABCG26,0.636
SYP121,KAT3,0.99
SYP61,SYP121,0.986
ABCG39,ABA1,0.604
ABCG39,CHX17,0.4
ABCG39,CHX18,0.65
ABCG39,KT2,0.707
CHX17,ABA1,0.521
CHX18,ABA1,0.521
HKT1,CHX17,0.647
HKT1,KT2/3,0.621
KT2,ABA1,0.675
KT2,CHX17,0.667
KT2,CHX18,0.698
KT2,HKT1,0.776
KT2,KT2/3,0.751
AT4G23620,NFD1,0.995
AT1G06470,AT4G35335,0.591
AT1G06470,AT5G59740,0.63
AT1G06470,UTR1,0.63
AT1G06470,UTR3,0.63
AT1G06470,UTR5,0.63
AT4G35335,AT5G59740,0.502
AT4G35335,PGLCT,0.495
UTR1,AT4G35335,0.502
UTR3,AT4G35335,0.502
UTR3,UTR1,0.832
UTR5,AT4G35335,0.502
AT1G12470,RABG3E,0.903
TSPO,PIP3,0.942
STP14,AtVEX1,0.619
STP14,SWEET11,0.614
STP14,SWEET8,0.701
STP14,SWEET9,0.655
SUT4,AtVEX1,0.458
SUT4,STP14,0.609
SUT4,SWEET11,0.637
SUT4,SWEET8,0.493
SWEET11,AtVEX1,0.551
SWEET11,SWEET8,0.568
SWEET8,AtVEX1,0.533
SWEET9,AtVEX1,0.556
SWEET9,SWEET11,0.53
SWEET9,SWEET8,0.585
AT1G20970,BBX28,0.852
BBX28,BBX19,0.649
DHAR1,APX2,0.852
AT4G32060,CRH1,0.669
UTR2,CRH1,0.637
AT2G04090,RALFL30,0.848
AT2G04090,RLP21,0.685
RLP21,LECRKA4.1,0.708
RLP21,RALFL30,0.846
AT1G50400,AT4G26670,0.971
AT1G50400,TIM10,0.937
AT1G50400,TIM9,0.869
AT1G50400,TOM40,0.547
TIM10,AT4G26670,0.94
TIM10,TIM9,0.999
TIM10,TOM40,0.99
TIM9,AT4G26670,0.932
TOM40,AT4G26670,0.971
TOM40,TIM9,0.978
AT2G34350,AT5G49130,0.62
CLF,AT5G49130,0.723
PUT4,AT5G49130,0.676
AT1G78310,WRKY8,0.969
CPK4,WRKY8,0.661
AT1G35350,AT5G39630,0.414
AT1G35350,PHT2;1,0.515
AT1G15170,ABCG32,0.592
AT1G15170,ANNAT8,0.517
AT1G15170,KT2/3,0.517
ABI1,ABI2,0.462
ABI1,HAI1,0.697
ABI1,MYBR1,0.553
ABI1,RCAR3,0.991
ABI2,HAI1,0.512
ABI2,MYBR1,0.569
HAB1,ABI2,0.43
HAB1,HAI1,0.495
HAB1,MYBR1,0.447
HAB1,RCAR3,0.999
HAB2,RCAR3,0.969
HAI2,ABI1,0.43
HAI2,ABI2,0.542
HAI2,HAI1,0.635
HAI2,PP2CA,0.444
HAI2,RCAR3,0.997
PP2CA,ABI1,0.416
PP2CA,ABI2,0.477
PP2CA,HAI1,0.723
PP2CA,MYBR1,0.49
PP2CA,RCAR3,0.993
RCAR3,ABI2,0.996
RCAR3,HAI1,0.966
RCAR3,MYBR1,0.992
AOC2,LOX2,0.911
OPCL1,AOC2,0.81
OPCL1,LOX2,0.645
OPCL1,OPR2,0.832
OPCL1,OPR3,0.997
OPR2,AOC2,0.875
OPR2,LOX2,0.598
OPR2,OPR3,0.813
OPR3,AOC2,0.964
OPR3,LOX2,0.856
CRY2,ckl3,0.837
AT1G32530,CNGC9,0.637
AT5G17850,KCO1,0.62
CNGC10,At5g46330,0.6
CNGC10,CNGC9,0.519
CNGC9,AT5G17850,0.603
CNGC9,At5g46330,0.6
CNGC9,GLR2.1,0.617
CNGC9,GLUR2,0.591
CNGC9,KCO1,0.521
GLUR2,GLR2.1,0.591
PCAP1,AT-HF,0.598
SYTA,PCAP1,0.595
TIM13,PCAP1,0.679
ABH1,AT3G08943,0.924
ABH1,AT3G08947,0.924
ABH1,AT5G53480,0.924
ABH1,IMPA-1,0.917
AT2G46520,AT3G08943,0.979
AT2G46520,AT3G08947,0.979
AT2G46520,AT5G53480,0.98
AT2G46520,IMPA-1,0.946
AT3G08943,AT3G08947,0.813
AT3G08943,AT5G53480,0.8
AT3G08947,AT5G53480,0.8
IMPA-1,AT3G08943,0.936
IMPA-1,AT3G08947,0.936
IMPA-1,AT5G53480,0.989
APC6,AT4G22350,0.651
AT1G31410,APC6,0.627
AT1G31410,AT1G67310,0.681
AT1G31410,AT4G22350,0.88
AT1G31410,VDAC3,0.637
AT1G67310,APC6,0.461
AT1G67310,AT4G22350,0.697
AT1G67310,VDAC3,0.543
AT4G22350,VDAC3,0.638
AT3G01030,AT5G01860,0.93
AT3G01030,AT5G56200,0.9
AT3G29340,AT5G56200,0.905
AT5G01860,AT5G56200,0.876
RAE1,AT5G56200,0.663
PUT1,ALDH12A1,0.645
PUT1,CAT7,0.767
PUT1,DIT2.1,0.654
PUT1,DiT2.2,0.654
AT1G33110,ABCB26,0.663
AT1G33110,AT1G51340,0.636
AT1G33110,GLY3,0.595
AT3G10350,AGY1,0.968
AT3G10350,RAD23D,0.873
RAD23A,AT3G10350,0.873
RAD23B,AT3G10350,0.873
RAD23C,AT3G10350,0.873
RAD23C,RAD23D,0.54
PIL5,DAG1,0.757
SOM,DAG1,0.639
SOM,PIL5,0.848
AT4G17245,Rap2.6L,0.584
NAC019,AT4G17245,0.43
RIC2,AT4G17245,0.585
ABA4,ABCG25,0.598
ABA4,NCED3,0.618
ABCG25,AT5G52050,0.848
ABCG25,ERS1,0.71
ABCG25,GTG2,0.59
ABCG25,NCED3,0.6
AT1G71870,ABCG25,0.637
GTG1,ABCG25,0.6
NRT1.1,ABCG25,0.618
NRT1.1,AT5G52050,0.519
NRT1:2,ABCG25,0.872
NRT1:2,AT5G52050,0.847
ATL8,AT5G63620,0.76
PP2A-3,TAP46,0.996
PP2AA3,PP2A-3,0.989
PP2AA3,TAP46,0.835
CYP72A11,CYP71A28,0.597
MLP329,CYP71A28,0.711
AT1G53210,CAX1,0.694
AT1G53210,CAX3,0.635
AT1G53210,MHX,0.839
CAX1,CAX3,0.805
CAX1,MHX,0.719
MHX,CAX3,0.481
T22C5.23,AT1G53210,0.616
T22C5.23,CAX1,0.874
T22C5.23,CAX3,0.808
T22C5.23,MHX,0.516
WAK4,PAT1,0.611
PGP10,ABCE1,0.63
PGP10,ANT1,0.619
PGP10,AT5G16740,0.692
PGP10,EMB2217,0.624
AKR2,OEP80,0.659
AKR2,TOC34,0.919
TIC110,OEP80,0.993
TIC110,TIC40,0.999
TIC110,TOC159,0.999
TIC110,TOC34,0.965
TIC110,TOC75-III,0.999
TIC40,OEP80,0.992
TOC159,AKR2,0.8
TOC159,OEP80,0.994
TOC159,TIC40,0.958
TOC159,TOC34,0.848
TOC34,OEP80,0.995
TOC34,TIC40,0.957
TOC75-III,AKR2,0.811
TOC75-III,OEP80,0.771
TOC75-III,TIC40,0.992
TOC75-III,TOC159,0.999
TOC75-III,TOC34,0.998
Tic20-I,OEP80,0.96
Tic20-I,TIC110,0.995
Tic20-I,TIC40,0.988
Tic20-I,TOC159,0.934
Tic20-I,TOC34,0.964
Tic20-I,TOC75-III,0.984
AT1G15130,AT5G04170,0.907
AT1G15130,DEK1,0.854
AT3G51180,AT5G04170,0.787
AT4G03290,AT5G04170,0.81
DEK1,AT5G04170,0.982
AT1G18000,AT1G63010,0.596
AT1G18000,AT1G64650,0.598
AT1G18000,NiaP,0.646
AT1G63010,AT1G64650,0.514
AT1G63010,NiaP,0.604
AT1G64650,NiaP,0.595
AT1G64650,SIP4,0.552
AT1G64650,SULTR3;1,0.543
AT1G64650,SULTR3;2,0.543
At1g18000,AT1G63010,0.596
At1g18000,AT1G64650,0.598
At1g18000,NiaP,0.646
AT1G06840,AT5G56040,0.831
AT1G06840,ERL2,0.831
AT5G10290,AT5G56040,0.831
AT5G56040,MPA24.5,0.839
At5g46330,AT5G56040,0.813
At5g46330,MPA24.5,0.819
BAK1,AT5G56040,0.831
BAK1,At5g46330,0.999
BAK1,ERL2,0.706
ERL2,AT5G10290,0.831
ERL2,AT5G56040,0.814
ERL2,At5g46330,0.648
CBF1,RHL41,0.829
CBF1,SIZ1,0.675
CBF2,CBF1,0.838
CBF2,RHL41,0.859
CBF2,SIZ1,0.672
MYB15,CBF1,0.84
MYB15,CBF2,0.775
MYB15,RHL41,0.803
MYB15,SIZ1,0.882
RHL41,SIZ1,0.655
STZ,CBF1,0.699
STZ,CBF2,0.73
STZ,MYB15,0.819
STZ,RHL41,0.896
STZ,SIZ1,0.658
ABA4,NCED3,0.618
ABA4,UGT71B6,0.594
BGLU18,ABA4,0.52
BGLU18,CYP707A4,0.959
BGLU18,NCED3,0.58
BGLU18,UGT71B6,0.655
CYP707A4,UGT71B6,0.622
NCED3,CYP707A4,0.65
NCED3,UGT71B6,0.6
UGT71B6,AT3G53600,0.554
AT5G03450,PEX5,0.6
AL2,AT4G16150,0.593
AT4G16150,RPL24,0.626
AT1G21070,AT5G25400,0.683
AT1G21070,GONST1,0.474
AT1G21070,GONST4,0.624
AT5G19760,AT5G25400,0.636
GONST1,AT5G25400,0.637
GONST1,GONST4,0.408
GONST4,AT5G25400,0.75
UTR3,AT1G21070,0.587
UTR3,AT5G25400,0.656
UTR3,GONST1,0.66
UTR3,GONST4,0.743
AT5G22760,AT5G28830,0.966
AT2G26690,AT2G34350,0.517
LHT2,AT2G26690,0.563
LHT2,AT2G34350,0.544
LHT2,AT4G26540,0.518
LHT2,CAT4,0.452
COP1,APD3,0.703
ABCC3,IRT1,0.421
ABCC3,NRAMP5,0.648
ABCC8,NRAMP5,0.647
AMT1;2,AMT2,0.47
AMT1;2,NRAMP5,0.69
AMT2,NRAMP5,0.691
NRAMP5,AMT1;4,0.691
NRAMP5,IRT1,0.765
COP1,HY5,0.999
COP1,PIF4,0.876
PIF3,COP1,0.96
PIF3,HY5,0.984
PIF3,PIF4,0.965
PIF3,RGL2,0.937
PIF4,HY5,0.888
PIF4,RGL2,0.909
AT1G11800,AT3G25410,0.485
AT3G25410,APE2,0.6
AT3G25410,PPa6,0.465
CAX3,MGT7,0.625
MGT7,SULTR4;1,0.596
MHX,CAX3,0.481
MHX,MGT7,0.757
MHX,SULTR4;1,0.465
SMU1,MGT7,0.701
SMU1,SMU2,0.999
SMU2,MGT7,0.804
ABCG2,AT4G31250,0.599
AT1G71680,IMPA-1,0.648
AT1G71680,MSS1,0.691
IRT1,YSL1,0.8
OPT2,YSL1,0.782
OPT3,IRT1,0.9
OPT3,YSL1,0.914
OPT7,IRT1,0.549
OPT7,YSL1,0.76
YSL1,ABCD1,0.772
YSL1,OPT6,0.803
YSL1,OPT8,0.815
YSL1,OPT9,0.82
AT1G60740,AT3G11630,0.951
